MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,airline_name,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DISTANCE,DEPARTURE_DELAY,delayed,HOUR
3,26,4,AA,American Airlines Inc.,DFW,RNO,1005,1345,31.0,1,10
7,8,3,WN,Southwest Airlines Co.,MDW,DAL,945,793,11.0,0,9
8,29,6,AA,American Airlines Inc.,CLT,LGA,2020,544,-1.0,0,20
7,14,2,WN,Southwest Airlines Co.,MDW,OMA,1740,423,282.0,1,17
10,18,7,UA,United Air Lines Inc.,11618,12889,1446,2227,14.0,0,14
2,23,1,B6,JetBlue Airways,LGA,FLL,930,1076,-16.0,0,9
3,9,1,AA,American Airlines Inc.,DFW,LAX,2135,1235,10.0,0,21
12,3,4,DL,Delta Air Lines Inc.,LGA,TPA,1610,1010,-7.0,0,16
11,9,1,AA,American Airlines Inc.,PHX,SAN,1510,304,39.0,1,15
1,7,3,WN,Southwest Airlines Co.,BWI,ISP,1030,220,-5.0,0,10
1,2,5,AS,Alaska Airlines Inc.,SJC,SEA,1730,697,-10.0,0,17
3,9,1,DL,Delta Air Lines Inc.,JFK,LAX,710,2475,-1.0,0,7
7,28,2,AA,American Airlines Inc.,PHL,SFO,750,2521,-2.0,0,7
7,11,6,AA,American Airlines Inc.,BOS,DCA,1000,399,-2.0,0,10
11,17,2,WN,Southwest Airlines Co.,ELP,DAL,1820,562,-2.0,0,18
4,17,5,US,US Airways Inc.,DCA,MCO,954,759,-1.0,0,9
3,17,2,EV,Atlantic Southeast Airlines,IAH,TUS,915,936,0.0,0,9
3,16,1,AA,American Airlines Inc.,ATL,DFW,1040,731,15.0,0,10
2,14,6,WN,Southwest Airlines Co.,PHX,BOI,1205,735,-2.0,0,12
12,20,7,AA,American Airlines Inc.,DEN,ORD,1009,888,-9.0,0,10
9,6,7,UA,United Air Lines Inc.,ORD,LAX,1236,1744,-5.0,0,12
7,11,6,WN,Southwest Airlines Co.,BWI,ISP,930,220,-1.0,0,9
9,12,6,F9,Frontier Airlines Inc.,SEA,DEN,1030,1024,2.0,0,10
11,4,3,OO,Skywest Airlines Inc.,MSP,MOT,1502,449,-1.0,0,15
7,3,5,AA,American Airlines Inc.,DCA,MIA,600,919,-6.0,0,6
9,28,1,AA,American Airlines Inc.,CLT,ORD,759,599,-3.0,0,7
8,6,4,WN,Southwest Airlines Co.,PHX,SJC,1415,621,17.0,1,14
7,11,6,OO,Skywest Airlines Inc.,SFO,SLC,816,599,-6.0,0,8
10,1,4,WN,Southwest Airlines Co.,11697,15304,2120,197,1.0,0,21
7,22,3,AA,American Airlines Inc.,MFE,DFW,1740,469,80.0,1,17
10,1,4,DL,Delta Air Lines Inc.,12953,13487,615,1020,-6.0,0,6
6,28,7,DL,Delta Air Lines Inc.,STL,ATL,1130,484,-8.0,0,11
3,9,1,B6,JetBlue Airways,LGB,SFO,2004,354,-8.0,0,20
9,27,7,HA,Hawaiian Airlines Inc.,HNL,LIH,514,102,-8.0,0,5
2,23,1,WN,Southwest Airlines Co.,LAS,PHX,520,255,-2.0,0,5
8,31,1,UA,United Air Lines Inc.,SEA,ORD,2314,1721,-3.0,0,23
6,12,5,MQ,American Eagle Airlines Inc.,XNA,DFW,640,280,474.0,1,6
12,10,4,DL,Delta Air Lines Inc.,SLC,SEA,1100,689,-1.0,0,11
8,14,5,NK,Spirit Air Lines,BOS,ACY,835,274,18.0,1,8
11,24,2,OO,Skywest Airlines Inc.,MSP,MCI,1725,393,4.0,0,17
9,13,7,EV,Atlantic Southeast Airlines,DTW,OMA,844,651,-9.0,0,8
12,9,3,F9,Frontier Airlines Inc.,DEN,SEA,745,1024,-14.0,0,7
10,7,3,AA,American Airlines Inc.,11278,10721,1230,399,-3.0,0,12
12,11,5,DL,Delta Air Lines Inc.,LGA,TPA,805,1010,-3.0,0,8
7,14,2,AA,American Airlines Inc.,MIA,ORD,950,1197,19.0,1,9
1,22,4,AA,American Airlines Inc.,LGA,MIA,2030,1096,0.0,0,20
11,16,1,AA,American Airlines Inc.,MEM,CLT,1108,511,-6.0,0,11
8,11,2,EV,Atlantic Southeast Airlines,GRR,EWR,1008,605,9.0,0,10
3,27,5,AA,American Airlines Inc.,SLC,DFW,1422,989,-7.0,0,14
5,3,7,AS,Alaska Airlines Inc.,FAI,SEA,625,1533,-7.0,0,6
10,24,6,UA,United Air Lines Inc.,14771,12173,905,2398,15.0,0,9
7,5,7,F9,Frontier Airlines Inc.,ORD,SLC,1547,1250,-6.0,0,15
10,18,7,DL,Delta Air Lines Inc.,10397,13230,942,620,3.0,0,9
6,20,6,DL,Delta Air Lines Inc.,BOS,SLC,650,2105,-2.0,0,6
9,26,6,OO,Skywest Airlines Inc.,BIL,SLC,1304,387,-9.0,0,13
5,20,3,WN,Southwest Airlines Co.,IND,TPA,1220,837,22.0,1,12
2,28,6,WN,Southwest Airlines Co.,PHX,TUL,1745,935,43.0,1,17
6,8,1,WN,Southwest Airlines Co.,BWI,MCI,740,967,-6.0,0,7
11,19,4,UA,United Air Lines Inc.,ORD,SFO,1347,1846,-4.0,0,13
4,12,7,AA,American Airlines Inc.,SMF,DFW,1350,1431,29.0,1,13
10,8,4,EV,Atlantic Southeast Airlines,14633,13487,1557,76,-1.0,0,15
2,25,3,UA,United Air Lines Inc.,MSY,IAH,1521,305,200.0,1,15
7,20,1,WN,Southwest Airlines Co.,LAX,OMA,950,1330,7.0,0,9
5,11,1,DL,Delta Air Lines Inc.,SRQ,ATL,711,444,-3.0,0,7
1,16,5,UA,United Air Lines Inc.,SNA,DEN,1107,846,-4.0,0,11
6,6,6,AS,Alaska Airlines Inc.,OGG,SMF,1040,2404,-14.0,0,10
9,24,4,DL,Delta Air Lines Inc.,HOU,ATL,815,696,-4.0,0,8
1,10,6,AA,American Airlines Inc.,ORD,DEN,1555,888,0.0,0,15
1,15,4,EV,Atlantic Southeast Airlines,IAD,IAH,527,1190,-9.0,0,5
2,22,7,DL,Delta Air Lines Inc.,LGA,TPA,1900,1010,17.0,1,19
3,20,5,EV,Atlantic Southeast Airlines,ATL,CHO,1027,457,24.0,1,10
1,30,5,OO,Skywest Airlines Inc.,LAX,RNO,1704,391,-6.0,0,17
11,23,1,AA,American Airlines Inc.,CLT,RDU,740,130,-4.0,0,7
12,1,2,DL,Delta Air Lines Inc.,ATL,TUS,1940,1541,0.0,0,19
12,26,6,WN,Southwest Airlines Co.,SAT,BNA,655,822,-4.0,0,6
2,26,4,OO,Skywest Airlines Inc.,MKG,ORD,1217,118,98.0,1,12
10,20,2,EV,Atlantic Southeast Airlines,11423,13930,1845,299,-6.0,0,18
8,25,2,DL,Delta Air Lines Inc.,MSP,LGA,700,1020,-2.0,0,7
4,27,1,NK,Spirit Air Lines,MCI,ORD,1534,403,-4.0,0,15
10,25,7,AS,Alaska Airlines Inc.,14683,14747,1830,1774,-5.0,0,18
6,1,1,WN,Southwest Airlines Co.,BWI,LAS,1910,2106,41.0,1,19
9,24,4,EV,Atlantic Southeast Airlines,IAH,MFE,900,316,48.0,1,9
7,28,2,EV,Atlantic Southeast Airlines,PWM,DTW,655,668,-2.0,0,6
8,20,4,EV,Atlantic Southeast Airlines,ATL,LFT,1641,503,2.0,0,16
7,20,1,OO,Skywest Airlines Inc.,MSP,BIS,1320,386,0.0,0,13
9,12,6,DL,Delta Air Lines Inc.,ROC,ATL,1400,749,-7.0,0,14
2,26,4,B6,JetBlue Airways,SFO,BOS,2236,2704,-8.0,0,22
5,31,7,WN,Southwest Airlines Co.,BWI,AUS,1640,1342,8.0,0,16
5,12,2,WN,Southwest Airlines Co.,MSY,MDW,1315,825,-1.0,0,13
1,23,5,B6,JetBlue Airways,FLL,JFK,1440,1069,-3.0,0,14
8,21,5,EV,Atlantic Southeast Airlines,IAH,PIA,1910,802,17.0,1,19
8,4,2,EV,Atlantic Southeast Airlines,IAH,BTR,1013,253,2.0,0,10
1,28,3,EV,Atlantic Southeast Airlines,IAH,ELP,1735,667,4.0,0,17
5,19,2,F9,Frontier Airlines Inc.,STL,LAS,1510,1371,-6.0,0,15
8,5,3,MQ,American Eagle Airlines Inc.,IND,ORD,1415,177,-7.0,0,14
7,30,4,UA,United Air Lines Inc.,SFO,MSP,1058,1589,6.0,0,10
5,25,1,AA,American Airlines Inc.,MFE,DFW,1743,469,308.0,1,17
5,16,6,WN,Southwest Airlines Co.,BWI,MHT,1025,377,0.0,0,10
9,13,7,AA,American Airlines Inc.,IND,DFW,1610,761,-6.0,0,16
1,12,1,OO,Skywest Airlines Inc.,ORD,SAT,2020,1041,27.0,1,20
12,18,5,AA,American Airlines Inc.,DFW,SAN,710,1171,-2.0,0,7
4,9,4,UA,United Air Lines Inc.,TPA,IAH,1200,787,-3.0,0,12
9,21,1,AA,American Airlines Inc.,PHX,GEG,1025,1020,-6.0,0,10
4,11,6,WN,Southwest Airlines Co.,MCO,MEM,1930,684,83.0,1,19
11,15,7,DL,Delta Air Lines Inc.,ATL,TLH,2206,223,-5.0,0,22
10,28,3,DL,Delta Air Lines Inc.,11481,10397,1435,240,0.0,0,14
9,23,3,MQ,American Eagle Airlines Inc.,TVC,ORD,605,224,-9.0,0,6
1,16,5,DL,Delta Air Lines Inc.,ATL,CMH,1000,447,-2.0,0,10
8,11,2,EV,Atlantic Southeast Airlines,ILM,LGA,615,500,-3.0,0,6
9,14,1,WN,Southwest Airlines Co.,AUS,BWI,1620,1342,11.0,0,16
5,18,1,OO,Skywest Airlines Inc.,CPR,SLC,600,320,-8.0,0,6
4,9,4,AS,Alaska Airlines Inc.,KOA,SEA,1320,2688,3.0,0,13
4,10,5,UA,United Air Lines Inc.,BWI,IAH,1759,1235,33.0,1,17
9,13,7,WN,Southwest Airlines Co.,DCA,IND,900,500,-5.0,0,9
7,3,5,EV,Atlantic Southeast Airlines,MGM,ATL,700,147,-10.0,0,7
7,19,7,WN,Southwest Airlines Co.,DTW,STL,2040,440,43.0,1,20
8,19,3,UA,United Air Lines Inc.,MSP,DEN,1639,680,5.0,0,16
10,16,5,AA,American Airlines Inc.,11618,11298,500,1372,-1.0,0,5
8,25,2,B6,JetBlue Airways,FLL,JFK,2014,1069,11.0,0,20
3,2,1,UA,United Air Lines Inc.,SFO,IAH,1200,1635,27.0,1,12
4,8,3,EV,Atlantic Southeast Airlines,IAH,TUL,1123,429,-10.0,0,11
5,22,5,WN,Southwest Airlines Co.,LAX,OAK,745,337,80.0,1,7
10,26,1,DL,Delta Air Lines Inc.,13487,10397,1325,907,0.0,0,13
7,10,5,EV,Atlantic Southeast Airlines,TYR,DFW,1505,102,-14.0,0,15
10,29,4,VX,Virgin America,13930,14771,1820,1846,5.0,0,18
3,19,4,EV,Atlantic Southeast Airlines,CHS,EWR,545,628,26.0,1,5
9,9,3,OO,Skywest Airlines Inc.,MSP,INL,1126,255,-4.0,0,11
11,8,7,EV,Atlantic Southeast Airlines,DFW,BTR,810,383,-6.0,0,8
1,6,2,MQ,American Eagle Airlines Inc.,DFW,SPS,1240,113,-1.0,0,12
12,4,5,MQ,American Eagle Airlines Inc.,ORD,OKC,730,693,0.0,0,7
10,19,1,DL,Delta Air Lines Inc.,14869,15016,1355,1156,-3.0,0,13
7,1,3,AA,American Airlines Inc.,SEA,PHX,515,1107,-2.0,0,5
11,20,5,AA,American Airlines Inc.,DFW,PHL,1100,1303,-2.0,0,11
4,24,5,DL,Delta Air Lines Inc.,DTW,BOS,725,632,-4.0,0,7
6,8,1,WN,Southwest Airlines Co.,SEA,PHX,1730,1107,-3.0,0,17
10,6,2,OO,Skywest Airlines Inc.,13487,14520,1416,190,15.0,0,14
12,5,6,DL,Delta Air Lines Inc.,MCO,ATL,1130,404,-5.0,0,11
12,18,5,WN,Southwest Airlines Co.,PDX,SJC,1245,569,11.0,0,12
1,1,4,DL,Delta Air Lines Inc.,ATL,SGF,1947,563,-7.0,0,19
6,28,7,EV,Atlantic Southeast Airlines,ORD,MEM,1732,491,-5.0,0,17
5,30,6,HA,Hawaiian Airlines Inc.,HNL,OGG,1924,100,-10.0,0,19
3,9,1,DL,Delta Air Lines Inc.,DTW,EWR,1350,488,-1.0,0,13
9,9,3,WN,Southwest Airlines Co.,HOU,SAT,1445,192,-1.0,0,14
6,8,1,OO,Skywest Airlines Inc.,SEA,BOI,1525,399,-7.0,0,15
11,25,3,WN,Southwest Airlines Co.,BWI,STL,625,738,-1.0,0,6
10,19,1,AA,American Airlines Inc.,11292,11298,1134,641,-9.0,0,11
11,28,6,B6,JetBlue Airways,MCO,BUF,2035,1011,-5.0,0,20
6,26,5,OO,Skywest Airlines Inc.,LAX,OAK,630,337,-1.0,0,6
3,4,3,DL,Delta Air Lines Inc.,SEA,MSP,40,1399,-3.0,0,0
3,13,5,DL,Delta Air Lines Inc.,CMH,ATL,1511,447,6.0,0,15
7,5,7,AA,American Airlines Inc.,SAT,DFW,1257,247,-7.0,0,12
8,3,1,WN,Southwest Airlines Co.,TPA,STL,1950,869,27.0,1,19
5,22,5,DL,Delta Air Lines Inc.,MCI,MSP,1930,393,-8.0,0,19
8,11,2,OO,Skywest Airlines Inc.,MIA,ORD,1232,1197,37.0,1,12
2,13,5,MQ,American Eagle Airlines Inc.,DFW,MHK,940,431,5.0,0,9
12,9,3,MQ,American Eagle Airlines Inc.,AZO,ORD,1909,122,-16.0,0,19
1,1,4,EV,Atlantic Southeast Airlines,ORF,ORD,1653,717,-12.0,0,16
5,26,2,UA,United Air Lines Inc.,PHX,ORD,1413,1440,3.0,0,14
6,21,7,WN,Southwest Airlines Co.,LAS,BUR,1325,223,-4.0,0,13
1,12,1,EV,Atlantic Southeast Airlines,MLI,ATL,600,633,0.0,0,6
6,9,2,NK,Spirit Air Lines,ACY,DTW,1629,497,23.0,1,16
2,7,6,NK,Spirit Air Lines,LAS,DTW,830,1749,-14.0,0,8
2,9,1,WN,Southwest Airlines Co.,SAT,BNA,615,822,-3.0,0,6
12,26,6,AA,American Airlines Inc.,MSY,CLT,1250,651,-13.0,0,12
3,26,4,MQ,American Eagle Airlines Inc.,CVG,JFK,1250,589,-5.0,0,12
12,23,3,DL,Delta Air Lines Inc.,ATL,TUL,2209,674,25.0,1,22
8,8,6,EV,Atlantic Southeast Airlines,ATL,XNA,1402,589,-2.0,0,14
4,28,2,DL,Delta Air Lines Inc.,MSP,BZN,1125,874,-5.0,0,11
5,26,2,OO,Skywest Airlines Inc.,SLC,GEG,850,546,2.0,0,8
6,12,5,B6,JetBlue Airways,SMF,LGB,1940,387,10.0,0,19
6,28,7,EV,Atlantic Southeast Airlines,EWR,SBN,2005,637,7.0,0,20
12,9,3,WN,Southwest Airlines Co.,MSY,DEN,915,1062,-3.0,0,9
6,20,6,DL,Delta Air Lines Inc.,PDX,MSP,50,1426,0.0,0,0
6,6,6,AA,American Airlines Inc.,DFW,MIA,905,1121,-5.0,0,9
3,26,4,UA,United Air Lines Inc.,PDX,DEN,1754,991,-12.0,0,17
5,11,1,US,US Airways Inc.,CLT,JAX,1145,328,-6.0,0,11
3,4,3,UA,United Air Lines Inc.,LAX,EWR,2353,2454,-5.0,0,23
11,29,7,EV,Atlantic Southeast Airlines,CAE,DFW,757,922,-1.0,0,7
4,2,4,DL,Delta Air Lines Inc.,MSP,LGA,905,1020,0.0,0,9
8,19,3,DL,Delta Air Lines Inc.,ATL,DCA,725,547,-1.0,0,7
3,14,6,WN,Southwest Airlines Co.,MAF,DAL,1600,319,-3.0,0,16
5,4,1,AA,American Airlines Inc.,IND,LAX,1905,1814,-10.0,0,19
5,31,7,EV,Atlantic Southeast Airlines,DEN,LIT,1948,771,3.0,0,19
8,31,1,WN,Southwest Airlines Co.,MEM,MDW,1445,480,-2.0,0,14
4,30,4,WN,Southwest Airlines Co.,LAS,CLE,1720,1824,81.0,1,17
4,11,6,UA,United Air Lines Inc.,IAH,SEA,1835,1874,5.0,0,18
6,13,6,UA,United Air Lines Inc.,ORD,LAS,1920,1514,44.0,1,19
8,14,5,EV,Atlantic Southeast Airlines,EWR,SBN,2004,637,95.0,1,20
4,24,5,WN,Southwest Airlines Co.,SEA,DEN,1530,1024,4.0,0,15
9,21,1,WN,Southwest Airlines Co.,GEG,BOI,1705,287,-2.0,0,17
1,30,5,US,US Airways Inc.,DCA,CLT,2000,331,-2.0,0,20
8,12,3,WN,Southwest Airlines Co.,LAS,MDW,1320,1521,26.0,1,13
9,4,5,OO,Skywest Airlines Inc.,DTW,FWA,2030,128,-2.0,0,20
9,4,5,WN,Southwest Airlines Co.,MDW,DCA,1505,601,113.0,1,15
3,3,2,MQ,American Eagle Airlines Inc.,ORD,CVG,850,265,37.0,1,8
7,10,5,DL,Delta Air Lines Inc.,ATL,JFK,1540,760,-8.0,0,15
10,24,6,WN,Southwest Airlines Co.,14635,14122,1105,966,-6.0,0,11
1,22,4,WN,Southwest Airlines Co.,DAL,HOU,700,239,-3.0,0,7
4,20,1,WN,Southwest Airlines Co.,SAN,SFO,810,447,64.0,1,8
3,3,2,OO,Skywest Airlines Inc.,FAT,SLC,1225,501,7.0,0,12
7,9,4,AA,American Airlines Inc.,ORD,BOS,2146,867,-3.0,0,21
6,5,5,UA,United Air Lines Inc.,MSY,IAH,1210,305,69.0,1,12
7,24,5,WN,Southwest Airlines Co.,MDW,EWR,1420,711,3.0,0,14
3,5,4,US,US Airways Inc.,PHX,ONT,1115,325,3.0,0,11
7,1,3,OO,Skywest Airlines Inc.,SBA,DEN,1531,916,-3.0,0,15
9,24,4,WN,Southwest Airlines Co.,MCI,DCA,1100,949,15.0,0,11
3,22,7,WN,Southwest Airlines Co.,MDW,PHX,835,1444,-5.0,0,8
1,1,4,OO,Skywest Airlines Inc.,MSP,INL,1114,255,-5.0,0,11
6,27,6,AS,Alaska Airlines Inc.,LAX,SEA,1610,954,3.0,0,16
8,13,4,MQ,American Eagle Airlines Inc.,ATL,LGA,1605,762,33.0,1,16
8,11,2,WN,Southwest Airlines Co.,TPA,BNA,1255,612,-1.0,0,12
11,2,1,OO,Skywest Airlines Inc.,TUS,IAH,615,936,3.0,0,6
9,17,4,DL,Delta Air Lines Inc.,MSP,ATL,625,907,-2.0,0,6
8,2,7,OO,Skywest Airlines Inc.,BOI,SEA,630,399,-4.0,0,6
12,9,3,WN,Southwest Airlines Co.,MCI,MDW,920,405,2.0,0,9
6,27,6,WN,Southwest Airlines Co.,SMF,MDW,1410,1790,19.0,1,14
8,10,1,EV,Atlantic Southeast Airlines,PIT,MSP,1659,726,0.0,0,16
8,31,1,DL,Delta Air Lines Inc.,ATL,SMF,946,2092,23.0,1,9
2,28,6,DL,Delta Air Lines Inc.,ATL,DCA,820,547,-2.0,0,8
8,28,5,DL,Delta Air Lines Inc.,FCA,SLC,610,531,-11.0,0,6
1,7,3,US,US Airways Inc.,LAS,PHX,1945,255,-1.0,0,19
9,10,4,WN,Southwest Airlines Co.,BWI,PHX,1500,1999,6.0,0,15
3,10,2,WN,Southwest Airlines Co.,PHX,STL,740,1262,-4.0,0,7
1,23,5,EV,Atlantic Southeast Airlines,ATL,TLH,1614,223,11.0,0,16
8,27,4,MQ,American Eagle Airlines Inc.,MIA,PNS,1700,530,61.0,1,17
1,25,7,UA,United Air Lines Inc.,SFO,SEA,1935,679,-2.0,0,19
3,28,6,OO,Skywest Airlines Inc.,SMF,SFO,1205,86,-10.0,0,12
1,19,1,WN,Southwest Airlines Co.,PHX,MSP,1115,1276,1.0,0,11
2,27,5,AS,Alaska Airlines Inc.,SEA,BUR,1940,937,-2.0,0,19
11,16,1,AA,American Airlines Inc.,RIC,CLT,530,257,78.0,1,5
7,29,3,WN,Southwest Airlines Co.,PDX,SMF,1530,479,315.0,1,15
4,9,4,UA,United Air Lines Inc.,ORD,SEA,910,1721,307.0,1,9
8,31,1,WN,Southwest Airlines Co.,BOI,LAS,1630,519,-2.0,0,16
1,3,6,OO,Skywest Airlines Inc.,TUS,IAH,848,936,-8.0,0,8
2,10,2,OO,Skywest Airlines Inc.,DTW,LAN,1356,74,-4.0,0,13
1,23,5,EV,Atlantic Southeast Airlines,TRI,ATL,1310,227,-1.0,0,13
4,5,7,EV,Atlantic Southeast Airlines,JAN,IAH,917,351,-9.0,0,9
6,8,1,MQ,American Eagle Airlines Inc.,DFW,LRD,1603,396,-4.0,0,16
9,12,6,OO,Skywest Airlines Inc.,SLC,DEN,1238,391,-7.0,0,12
2,22,7,WN,Southwest Airlines Co.,LAS,TUS,1545,365,1.0,0,15
5,9,6,DL,Delta Air Lines Inc.,SDF,ATL,1003,321,-7.0,0,10
3,5,4,OO,Skywest Airlines Inc.,MMH,SFO,1725,193,-11.0,0,17
7,11,6,DL,Delta Air Lines Inc.,MSP,BOS,1505,1124,-4.0,0,15
9,24,4,AA,American Airlines Inc.,CLT,MSY,1850,651,6.0,0,18
8,29,6,B6,JetBlue Airways,JFK,RSW,609,1074,-7.0,0,6
6,16,2,OO,Skywest Airlines Inc.,SEA,SLC,1855,689,33.0,1,18
5,21,4,MQ,American Eagle Airlines Inc.,SJT,DFW,1827,229,24.0,1,18
1,5,1,WN,Southwest Airlines Co.,HOU,HRL,800,277,-4.0,0,8
6,28,7,WN,Southwest Airlines Co.,PHL,ATL,645,666,-6.0,0,6
6,28,7,WN,Southwest Airlines Co.,SJC,ONT,2030,333,3.0,0,20
2,24,2,WN,Southwest Airlines Co.,SAN,SJC,955,417,0.0,0,9
1,16,5,MQ,American Eagle Airlines Inc.,MEM,ORD,1451,491,83.0,1,14
5,22,5,WN,Southwest Airlines Co.,HOU,DCA,1605,1218,58.0,1,16
5,7,4,UA,United Air Lines Inc.,EWR,ORD,1429,719,1.0,0,14
2,14,6,DL,Delta Air Lines Inc.,ATL,MIA,729,594,-5.0,0,7
11,12,4,AA,American Airlines Inc.,SFO,LAX,1430,337,-7.0,0,14
10,5,1,DL,Delta Air Lines Inc.,11057,10397,1700,226,5.0,0,17
5,12,2,EV,Atlantic Southeast Airlines,ORD,TYS,1940,475,-2.0,0,19
5,5,2,UA,United Air Lines Inc.,IAD,LAX,1905,2288,37.0,1,19
6,4,4,OO,Skywest Airlines Inc.,IAH,ELP,2114,667,-5.0,0,21
7,4,6,OO,Skywest Airlines Inc.,IAH,CHS,1251,925,-1.0,0,12
10,5,1,AA,American Airlines Inc.,14100,15304,1800,920,32.0,1,18
6,25,4,MQ,American Eagle Airlines Inc.,DFW,TUL,720,237,0.0,0,7
8,14,5,WN,Southwest Airlines Co.,LAS,SAT,815,1069,1.0,0,8
10,26,1,WN,Southwest Airlines Co.,14831,10800,1540,296,-4.0,0,15
6,23,2,WN,Southwest Airlines Co.,MCI,BNA,600,491,-5.0,0,6
8,18,2,OO,Skywest Airlines Inc.,DEN,MOT,1945,604,-4.0,0,19
9,16,3,OO,Skywest Airlines Inc.,SBP,LAX,823,156,1.0,0,8
5,21,4,WN,Southwest Airlines Co.,BUR,OAK,1225,325,8.0,0,12
4,21,2,WN,Southwest Airlines Co.,DEN,LAS,2215,628,-5.0,0,22
6,16,2,UA,United Air Lines Inc.,LGA,DEN,1753,1620,117.0,1,17
12,16,3,AA,American Airlines Inc.,DFW,TUL,1959,237,-4.0,0,19
8,1,6,AA,American Airlines Inc.,DFW,ORD,1020,802,-5.0,0,10
5,9,6,WN,Southwest Airlines Co.,SMF,BUR,1655,358,-1.0,0,16
11,16,1,UA,United Air Lines Inc.,IAH,TPA,1929,787,21.0,1,19
2,23,1,WN,Southwest Airlines Co.,DEN,TUS,855,639,12.0,0,8
5,30,6,DL,Delta Air Lines Inc.,GRR,DTW,1034,120,-6.0,0,10
6,6,6,UA,United Air Lines Inc.,ORD,BOS,1115,867,-4.0,0,11
10,21,3,UA,United Air Lines Inc.,14107,12264,732,1956,-6.0,0,7
7,25,6,HA,Hawaiian Airlines Inc.,LIH,HNL,1833,102,-2.0,0,18
9,2,3,AA,American Airlines Inc.,PHX,DEN,1855,602,-4.0,0,18
9,21,1,EV,Atlantic Southeast Airlines,ATL,GNV,825,300,-3.0,0,8
11,20,5,DL,Delta Air Lines Inc.,SAT,ATL,719,874,0.0,0,7
1,27,2,DL,Delta Air Lines Inc.,ATW,DTW,1030,296,-3.0,0,10
2,17,2,VX,Virgin America,JFK,SFO,1630,2586,54.0,1,16
1,15,4,UA,United Air Lines Inc.,MCO,IAH,855,854,-3.0,0,8
5,5,2,WN,Southwest Airlines Co.,MKE,DEN,1935,896,-5.0,0,19
11,9,1,WN,Southwest Airlines Co.,PVD,BWI,1245,327,1.0,0,12
5,21,4,MQ,American Eagle Airlines Inc.,LCH,DFW,1525,295,-3.0,0,15
5,24,7,AA,American Airlines Inc.,DFW,LAX,1745,1235,-1.0,0,17
9,29,2,HA,Hawaiian Airlines Inc.,HNL,KOA,1630,163,-5.0,0,16
10,12,1,WN,Southwest Airlines Co.,10821,11433,2205,409,-4.0,0,22
9,23,3,OO,Skywest Airlines Inc.,BUR,SLC,1020,574,-9.0,0,10
3,6,5,NK,Spirit Air Lines,LAS,ORD,1720,1514,50.0,1,17
10,31,6,NK,Spirit Air Lines,10397,13204,600,404,-8.0,0,6
8,13,4,WN,Southwest Airlines Co.,DEN,HOU,1600,883,2.0,0,16
7,24,5,AA,American Airlines Inc.,DFW,MKE,1200,853,-4.0,0,12
3,1,7,AA,American Airlines Inc.,BDL,DFW,1742,1471,18.0,1,17
12,16,3,AA,American Airlines Inc.,BOS,ORD,1740,867,-6.0,0,17
4,21,2,MQ,American Eagle Airlines Inc.,RAP,DFW,740,835,96.0,1,7
12,16,3,WN,Southwest Airlines Co.,MCI,LAS,1625,1139,-2.0,0,16
2,10,2,WN,Southwest Airlines Co.,CMH,DEN,955,1154,-7.0,0,9
7,4,6,DL,Delta Air Lines Inc.,MSP,DCA,1110,931,-2.0,0,11
5,31,7,WN,Southwest Airlines Co.,TUL,DAL,1725,237,37.0,1,17
5,18,1,WN,Southwest Airlines Co.,SAN,OAK,1515,446,6.0,0,15
4,9,4,US,US Airways Inc.,MCO,PHL,1410,861,-2.0,0,14
10,9,5,OO,Skywest Airlines Inc.,13930,10529,1123,783,-1.0,0,11
11,11,3,UA,United Air Lines Inc.,IAH,AUS,1735,140,0.0,0,17
4,4,6,OO,Skywest Airlines Inc.,PLN,DTW,600,243,-5.0,0,6
10,14,3,WN,Southwest Airlines Co.,14831,12889,1740,386,-7.0,0,17
5,15,5,WN,Southwest Airlines Co.,BWI,OKC,1655,1180,-1.0,0,16
6,12,5,MQ,American Eagle Airlines Inc.,SYR,ORD,1503,607,-1.0,0,15
2,9,1,UA,United Air Lines Inc.,AUS,ORD,1429,978,-8.0,0,14
12,27,7,DL,Delta Air Lines Inc.,DTW,BWI,1520,409,-5.0,0,15
9,4,5,OO,Skywest Airlines Inc.,DEN,LBB,2200,456,7.0,0,22
11,16,1,WN,Southwest Airlines Co.,ATL,DEN,1330,1199,0.0,0,13
7,25,6,WN,Southwest Airlines Co.,LAS,PIT,610,1910,-5.0,0,6
4,19,7,UA,United Air Lines Inc.,IAH,SMF,918,1609,0.0,0,9
6,28,7,MQ,American Eagle Airlines Inc.,ORD,XNA,1322,522,24.0,1,13
8,28,5,EV,Atlantic Southeast Airlines,MKE,IAH,1332,984,-9.0,0,13
5,28,4,B6,JetBlue Airways,CHS,BOS,1430,818,-9.0,0,14
8,29,6,UA,United Air Lines Inc.,EWR,LAX,1657,2454,3.0,0,16
10,23,5,AA,American Airlines Inc.,14107,14831,2015,621,-6.0,0,20
10,10,6,OO,Skywest Airlines Inc.,12892,10713,2055,674,-15.0,0,20
6,7,7,WN,Southwest Airlines Co.,OAK,LAS,1820,407,36.0,1,18
10,26,1,EV,Atlantic Southeast Airlines,15096,11618,600,195,-2.0,0,6
5,5,2,WN,Southwest Airlines Co.,MHT,MDW,600,838,-5.0,0,6
